Id,Price
15158,226716.90445396735
3259,258048.22504307717
7220,320231.38499311346
13843,198838.1666178268
16736,189852.31937199048
702,238088.37717331303
16401,172300.37657386123
12134,175550.6944632826
6918,198811.7678238342
11792,135071.33404179927
3798,118582.06172504037
10395,129379.2151013114
11099,163441.75006445884
7090,211068.24805962166
11260,197834.62753151322
9647,189416.02543443104
2903,351363.789459066
2071,186515.37814201045
8604,188866.1608162236
9346,194624.58870265563
3945,215441.83774635603
3420,148606.158016241
10842,119636.13427214783
725,153969.14447338428
13931,206650.6536495761
16330,241012.0471253194
9066,407714.94230993435
3326,321370.09680103534
1556,275271.7058418181
6579,109535.16420768815
13877,164717.32976865998
9857,347540.2878151369
7302,247884.5763004545
5684,182527.71933358486
6513,218948.08347915925
11342,115848.530583616
16561,208617.24200791057
6885,178064.97139422805
9308,186109.8578943544
2559,183104.21281582172
6648,182737.75777649658
15260,152654.33950526113
5113,187921.34384985716
16492,176304.18064954426
12034,298959.25038405415
7248,226392.06056758363
2171,221761.43818507052
10594,162691.47523983024
13241,202756.85772657962
7032,157480.3683983022
4884,160157.020231671
903,213662.07300070007
162,180486.22667564664
6566,249951.44466766107
8249,127517.52404946015
13106,182472.9523375855
256,123089.47439127542
7976,168146.59687411573
8575,174790.6807587507
7591,285992.83574781474
3204,290278.84277333244
15804,202111.12056550436
1525,308543.87834147585
9038,205530.54369693316
13628,220491.32188910313
10016,206797.79588350412
10208,233607.4926760726
2008,199218.94083180674
13029,194790.85838426062
5099,128909.43649167952
9923,267099.32277686766
9461,122289.62538772768
11086,193135.037606952
15057,251832.85779368554
10689,166932.68259660137
2053,234272.47569982603
16630,168464.49633009563
4985,159842.38770642813
13881,205000.12976901935
13225,203777.97127510718
5779,68038.76072347895
10262,190869.5622682341
10762,226705.08129436837
9513,182456.34889602422
11128,151886.3119480165
2074,299655.85877001117
933,205947.10203692983
2780,190412.8689061172
6594,108390.73023223573
15394,341079.27348553995
14863,132475.64711976555
6698,214577.5517493162
1611,249238.12604640075
174,190017.46363147386
5160,203502.96033322182
3295,351115.63866380893
4559,365103.4242380552
8254,168695.03273576163
10228,100928.64344412206
13924,129381.63830067198
15341,240343.73323330792
4353,196568.78086135737
4334,69833.23305794618
1872,141162.53740805975
7823,185225.83685267853
310,147153.0208126057
3704,239015.98936214077
11615,227166.3685430332
6605,202505.24055216514
3381,201752.90606641385
2143,146982.0408761578
3191,226467.45885659492
13980,154177.25907659062
15613,168663.1281960941
10943,320738.2918313983
9654,88671.09524653826
16053,533105.7308306121
14931,210892.96114677706
8299,220604.13717284467
2147,169519.9032738137
11567,325826.8454371993
5905,134756.4616506993
11160,110500.42772055358
8275,140694.39915612474
16398,261761.72562599488
11229,203580.97774007107
10309,155736.92628959057
7340,276127.4745957832
7653,168270.94655888647
272,211798.13650179628
9831,231597.05756763567
5016,159681.2317945239
5968,75274.6837019589
796,244771.22505215328
12123,128150.3865037212
16629,196022.26350755445
2637,171054.4930251716
6194,209190.35076916634
6216,365700.170760004
14346,165278.61421388053
6428,136867.62419527496
2891,226978.32725577548
84,175717.5918658442
9260,216164.94642843452
15250,163675.52048000094
2348,215267.29490327984
10427,257732.53836500036
13230,236185.3697582115
1691,185305.8872136258
8803,130578.63993281192
5464,165417.0319297956
10559,115477.70216786252
16787,304981.1704565968
4278,162320.84774771283
6183,174662.32197213735
12775,177924.20675870273
10104,180848.5853743364
13663,158371.44495371555
9404,251436.24722562826
14724,205590.15232885352
10040,183634.84904686658
4646,191536.23199355998
4754,150763.53301447074
3310,218789.6586711514
2003,211569.53302737453
7312,194678.16658455328
10921,238865.29005170308
13419,264927.17572126037
10105,156054.53870384587
2196,423906.4728353662
12659,230622.3200431801
4380,239640.66107425888
10847,155403.25010125292
10805,269639.84239664127
8709,106007.64099304266
8319,180077.51311255296
2215,173171.0825204613
7000,193519.60569173415
7701,111214.3042011986
9678,206441.91400724498
14026,202822.3487021882
7971,175522.30420545326
13734,146100.99987363737
16483,172705.548422959
6150,217949.6216755404
2931,284461.65543640294
5418,183556.8621337058
1662,540618.5947855492
2441,214388.4179086865
669,165270.33841442261
7734,184420.14339143934
6010,225198.08287903282
266,148402.5206501203
632,155724.46526753608
16221,102691.20226108028
11832,173646.68733090392
5035,114633.74673197912
37,119439.20209159367
6168,182549.8756023897
11757,178300.9140403362
8086,116362.78225274742
6529,237353.07997138202
15121,207677.09878273163
13904,157000.1106906243
3711,171602.24426484777
16563,120458.96740444163
14494,161823.93828519544
3006,216954.12560085487
15299,92554.82234713982
92,267150.6334384828
8066,191366.81419082332
16071,211861.25697134357
10662,143216.99347182122
3883,203071.477090785
5511,128328.82493845295
2821,242702.3860334665
9570,225469.22120806985
4326,295324.45438889525
9251,243523.19091788796
9031,198033.1196802252
12689,180228.5512698949
16380,230147.34559815205
1053,241507.10805575416
4568,202107.89284854423
16140,113633.80995819106
14356,376150.1905727296
8466,178013.27945149332
15652,140400.66512829688
3285,126150.76444546391
3198,157331.0788466579
14088,452509.3279320912
2268,121749.1155313801
15472,212821.57929482267
1203,203899.67787633312
7157,341285.5920075346
6886,199795.9892705949
5083,233557.66553097148
7467,117416.49562635079
14068,211594.01648890148
2080,175551.0663359314
10865,159117.2082211491
13516,168882.0204873096
14150,213791.2538237233
7609,109731.41888567086
2144,350916.5271100106
10357,202618.92517475173
2396,202993.07160872623
1526,362388.47013674857
10890,249497.85278256467
8638,458259.51892909483
6050,269627.883902912
7639,98290.9538867814
10544,169089.5451065762
9577,227696.6320407041
13195,224974.2043263695
3484,242692.08681987136
16668,398571.3315214086
7171,191099.38055797346
8547,219872.08105532266
12735,180160.63994855163
9093,187465.40121085182
15323,353848.25588925264
14897,144018.52243832056
5135,142992.93496843602
5327,183772.67132679117
13133,276986.1984720525
1676,276491.429665
16296,283421.79492700467
1095,143067.471890208
12528,154256.4539234652
7348,272279.8492257415
11663,162556.88642619428
1803,208297.11470992948
1510,235845.42720332436
16045,208468.45232162054
2900,143739.42305673423
3236,178837.83069864337
1318,216021.57463536062
14948,225965.1721938008
7840,281381.7686556334
15325,185383.93337472345
8700,173349.3286005948
15706,194021.37829148228
14449,160638.4889019388
16117,169496.53855979774
4529,177740.37125367246
11199,210553.7387483455
4052,374645.7634448201
821,211431.12096515734
68,207204.0047217682
554,108682.63421541877
452,183767.63946867362
11394,311083.7973805917
11393,185926.27988555018
9535,153628.61965083613
4024,196682.50894610144
10069,297240.4399514658
12007,147252.45143400916
12368,357540.66446718015
1259,347992.16795350047
1124,302267.9498684544
3707,199937.78201479616
8767,173153.37957213313
1919,171840.58378296185
16741,156875.5707469482
6664,280753.7203907427
5688,363746.45883646776
7799,160227.59538393686
14843,277486.6675318225
7532,170105.97948029666
8133,162896.88947013943
6264,340485.3303139587
4125,164949.7941177446
2410,176134.2849328053
13607,205460.95645685637
1716,275541.6017917597
1370,152263.39721969713
2273,367007.684533299
15298,328143.70660451823
4284,244403.93958986807
12303,145794.6318359679
7808,140928.86959535998
2203,142683.24931811265
7237,118732.88580509729
15864,163089.79623340975
2844,150038.5908914951
5729,176634.6042324045
11812,399545.2850279169
1779,158032.3199236373
6442,134744.0075885868
6160,215605.2975424857
8266,189610.38071354572
9903,152220.68552990103
2867,152046.05212863497
6998,182644.63578585867
13932,182164.44835214532
12587,166494.52641715304
3611,259901.85651220116
2646,289205.8909649444
1890,151471.23121331792
860,243978.5938399474
14187,187784.6275128016
12569,259001.54086931964
1276,87367.20840222744
12025,221183.71388129503
4890,285309.61241448985
14410,269876.69694385724
10352,324627.6503030422
11407,308864.77505114325
10384,171832.8642062022
7622,257813.06564805846
12578,159517.77424269513
15820,177432.50913949736
563,189423.49967862622
15226,163013.59425035116
6396,221717.86194273471
6247,154711.92045007885
3339,158955.2526683865
10975,281207.9821177405
7475,98240.74852960299
11129,187293.59619384902
3051,229513.96529708654
10232,238820.933199729
14106,193642.37682324732
5502,224517.893232545
4558,69342.18493357736
4181,157168.38546156135
8426,126477.61290399324
6611,176447.65399905655
14641,134780.8487145593
15539,264007.61727739905
13119,107873.03726578453
11716,179911.87006086274
7316,256489.21204617035
7791,98576.75861966093
13034,287650.9448767306
1068,269575.91248623974
4060,161708.53396078415
10172,202523.28205029212
2591,191323.71594730325
12494,314182.440131836
7828,333248.3802166886
15284,172974.81780627777
7947,163612.99336607958
16335,225794.93641118746
10234,347830.5952427643
2797,260670.56124362934
5341,235295.76231480614
3059,273835.01361995173
1559,69833.23305794618
15320,280053.2874759927
10284,370982.10318718443
4134,232826.1773520289
4481,225193.96907400794
7222,184566.701153763
4062,225476.2617628224
2192,215972.99937639234
9637,182648.48637149014
16236,159811.81162532873
4272,165946.13371058484
9406,266767.43519516266
14309,251444.82005718813
1946,282861.42411224166
16235,241430.81919005924
7146,172857.41994959916
16784,235744.60187677198
349,324609.037745419
6251,170397.26969737306
5128,364275.9264450522
11718,190378.88292995223
16721,84091.2107355043
12517,205897.27839478987
15961,214212.7224652894
9428,159030.26102852632
14541,157887.08508149337
10168,108540.39338244955
11270,150661.0304284692
13210,190769.486070775
11518,175234.91082275848
12612,191721.5978333814
16352,117301.85717185914
9935,149199.59364809864
15521,296444.3434683612
11482,194414.10470867122
11443,175351.12447950733
9459,231446.44860608852
9218,204011.11576224363
854,148286.71127368824
5619,126526.80193054787
9208,174802.81311486533
4391,140726.70689182638
15207,169912.2131495222
7183,179271.599290248
16442,219442.2591325236
7936,92879.15354921272
10606,352512.3319216921
4979,148730.5990585989
4854,293127.51008889853
16476,130113.27165021973
10516,168891.79547311287
16261,281047.65568865446
90,347623.1242099194
5433,188865.8917765349
14338,140732.56287730482
13487,186065.97512282795
8211,478667.32256164326
170,153168.10448718572
14051,96379.42840449451
10686,202160.38982783005
7595,341825.6231952831
6777,302832.21381592617
14661,176391.78748329982
13991,270520.3548225672
16795,175876.04128259502
2740,121844.37728939061
7368,389523.9483429009
2413,227288.5499293135
1852,402329.0098465997
15200,243070.90088358353
8467,331251.50066117157
16379,253636.41115894093
3375,179835.1114699786
5945,444892.9389375438
2641,182160.77743430878
2837,315297.65434609813
3498,213192.52847534817
10876,158867.73959242797
1285,224494.32792706194
9285,242151.7772805982
4015,330462.4964142101
2526,187800.2698546982
7814,237847.63666308587
7117,291164.668826788
12359,106379.87584670447
3303,200258.80131645172
13874,171245.88720976186
5484,179909.30593251588
15067,173786.4384072302
12639,215462.79735445752
3388,235721.32605131477
4256,196339.22826766226
15738,226147.80125736148
14049,179437.86394162447
15780,185009.3683000343
9564,174441.6205893988
11910,215116.70154658635
11315,192087.6875387966
1733,158571.60430703795
3910,318218.94504939555
7552,498880.06146657927
254,195428.505361858
5222,215914.0789170485
8314,217969.58679263675
16743,317911.84253221296
10335,121122.24118352593
8226,315297.1279085979
12254,231868.34411384832
13152,195000.72187349395
15020,199585.4823228452
16349,216107.53698603986
11924,158543.996962428
12543,188885.32442195882
14114,224980.53890448358
12318,260401.6844335683
15383,206004.6409534647
6679,210104.75141473918
635,178205.25736376017
15993,251752.4593047398
11375,198087.22587076318
11216,181112.80646348742
15401,227800.97875113608
11301,136908.22514960694
13804,237147.48986323844
10839,178415.05745736897
1588,337751.7688901006
3596,192844.04538322333
5816,185985.41937853943
8099,144740.42939189446
6551,178324.9244807839
14075,529271.7445064683
13431,212719.48684571014
9481,317337.4502446373
5295,154316.6544072829
15859,333865.82310083724
10634,364382.9407890695
444,196678.68814569907
11686,276555.5799615366
1213,209096.9097370028
13970,230719.20161947433
6849,224327.98662698347
9911,243764.0206279538
5649,181477.4636624098
7184,271083.5966631457
5877,261565.19368481546
1655,417105.49682774604
15301,210300.23215427794
12389,229840.0983302066
5241,280570.1889987354
7048,169463.83695683145
10574,131524.9394819739
8593,185465.18529474988
4752,171694.71169383544
14663,181256.7026851567
10994,188007.5868542075
87,78642.20291064499
5132,130185.44763805316
6372,416031.67096631794
7411,279827.27358362847
3319,237047.60046578402
9355,120774.90057471686
5139,267448.51116988336
56,295233.92160697724
3249,190407.22460471644
5047,74685.6164924382
13238,319598.98365342343
2190,259714.54095829168
15599,174776.4103618474
6542,173025.7398605888
1968,174552.94118272982
5630,179789.22191666535
9157,200062.1803756656
789,187299.32956116978
1413,267554.4032462357
12514,212877.163867993
13459,142623.68873403265
1345,226770.8396518657
4034,212748.16797023948
15169,150837.14978639697
6770,236709.13234561167
3334,183592.47814471403
12998,170577.0071435656
15870,220289.88813577857
1871,169199.3485690876
5770,226466.27731952642
13196,110822.97641122542
7633,192248.89288614108
10699,218044.6825166398
15470,181804.62082424722
1903,470264.43330818356
13860,182546.00179784987
7649,159616.90847914756
11043,155170.7566841959
2922,236932.0962788568
7538,340507.398852273
9477,125792.60368716532
117,454127.44535827433
1457,229527.5760706707
7082,181438.21918955335
3053,262958.66241662105
12522,101489.43618981293
5744,404618.0852821727
13566,326861.9871945363
1464,148523.18098271688
3852,115466.99180225347
9557,214885.98104601234
14719,378564.79200835444
13978,136472.0968950437
3286,145180.41134859028
13019,300750.8443241337
1421,133330.04029417183
13502,175869.83371078334
14811,122369.22304706382
9297,285920.58984740824
7749,338740.7933037322
16555,142026.31974644196
14576,172505.48755175679
12766,155643.16263743513
4679,119933.08152503292
10033,202150.2580112732
11231,354066.6001778159
15112,149714.76060149437
10617,175832.83049002654
2175,172996.63088150934
16502,449410.95421393635
10106,178319.85268344812
12561,155524.74887403828
15907,329651.56698601
8069,122455.48051400129
8316,134845.82127250184
12343,224067.1919474966
12092,148090.28109350166
1527,183450.90104399424
10010,200719.026227609
655,125574.4487037761
10549,143954.5134606276
3248,109525.07952071406
13499,309841.3587221653
14959,213093.32137847933
6070,158998.0841314634
11360,283240.760731957
12102,211399.2842817466
11870,343455.8893784652
3713,164161.46283101753
3230,155136.30991267913
7742,231759.17842049513
15092,339079.4531078861
8728,360274.6203860105
3386,137903.05466606538
9409,154049.5599885608
16545,265613.9776420147
3127,163083.8049077451
11344,165531.92184453912
2112,214890.72343384486
7310,212708.2895544574
6313,230185.00984786695
3681,369228.76222653635
5114,230302.24190970644
270,155578.52973572662
14350,183934.4926531874
12223,316185.88106154953
1066,184151.0557720281
16116,338183.0084527042
11410,493472.1400804985
4088,157394.97686630202
5956,188631.20814670812
14669,156736.9323942274
13871,147294.93020578453
4126,225529.2713913347
12114,213119.92553528195
16607,154894.86757764005
4266,222547.62488193202
13518,189375.59172876578
11856,242948.71014415525
3885,248310.97312696266
8891,198957.72772325345
4964,236850.24033536098
7696,141450.83987951613
6894,153465.12973413407
9766,189405.99139130703
4800,164528.45340786918
2840,167927.951900167
4743,183530.69295990738
13562,445136.5513123343
8301,208802.4638935438
5405,181267.010690392
1535,164198.39720638233
9073,128037.90776789
1698,334532.98831580346
12262,223646.76333448046
6794,187824.53265249784
12701,206599.0302209005
8432,178734.13159400015
13540,132222.1031551238
8629,169852.52680187687
1440,182491.17779088643
8596,218388.39037571597
9575,278678.4415033286
14976,104333.83891032299
3149,199664.58299732272
5157,168971.69674390816
10748,186679.28049769197
9719,375324.47752899845
6376,199145.5444805568
9733,175790.58353125636
4749,192373.3442699121
4994,390578.7293140058
538,189456.7173019382
5512,144602.72819395625
9778,144617.99806256234
9761,150009.25875520732
3174,330682.1054838733
13429,186037.07739333692
10467,73146.5887593134
14129,193991.0431327486
13608,193021.1607685588
11106,140551.39477821192
12048,175320.54194647243
1054,339132.66135184787
3582,77866.57267908922
1566,155287.9101621737
11529,140247.20300104696
11859,151834.66250023397
10582,144232.90839913185
14907,441228.9326404027
14039,160204.89083165213
10489,176555.4156324817
3331,318076.39216880203
10153,236163.51363078103
5271,165094.3616196383
11871,360862.8200333824
776,123254.2688080993
3994,128558.28070101948
9433,70725.47748302043
14275,146981.16330600192
8030,205724.83149217092
8169,303331.97115261
8053,190541.5377392529
4822,178235.13179325347
13197,208385.63729858634
13634,279722.7737568073
8951,185731.50684135672
12176,262865.10555424204
15471,140660.83112503626
14962,98873.7389066858
12512,136642.5109650161
8697,452566.0097865154
7095,191174.60159905106
13639,177465.7749701254
16660,212862.51585834043
5848,138613.9524156659
5386,180807.68588827935
10880,313175.2594407314
3954,184031.71991376765
13426,171050.8014829747
5966,200718.3975609267
16315,298771.61001815466
7455,181990.20239719204
11071,235034.19664319739
14740,211508.0670094618
16087,171378.17816804763
8931,270617.88768631127
15289,161391.67548656487
16089,241957.49816431585
12128,183958.00693545846
4724,219850.03075176035
8585,209980.56669479652
7188,247115.95179065331
5423,147253.4616845812
10488,187668.80153831257
5980,223272.02787640688
8376,244095.17397125423
12397,143114.03209957862
16496,173802.07149770705
4891,250947.32255536097
9710,137499.70197781923
6339,184699.40776638835
244,152661.31060318893
5002,241719.70090473737
5358,173176.73774644404
7636,155443.6921699288
9361,319056.02320758725
3601,110821.91350453846
15755,154074.7781314182
172,181946.21349554372
3037,315188.1835178686
577,229298.06970323864
3607,175138.42548587208
2515,107627.0526254891
10413,159796.51180002085
10511,220314.8953726881
4637,505495.91483652464
12736,279757.7604461403
9534,245884.41142216418
11641,167659.7902000389
10419,269952.89535289165
15313,162771.5297874856
14915,197448.1349290923
12409,338801.93235477037
9405,132742.24368574563
14066,219343.9770205567
14108,195189.82544535972
11931,227934.7457394196
11464,343892.19884715974
926,154560.28237656216
11190,220442.0776462793
10260,179286.2692095749
12712,172376.59285882078
1234,213909.44330154554
11608,101696.03293454526
3776,265048.518091025
4881,200395.9206847692
10266,218973.6840829448
3262,239940.90067826092
3576,355998.15226862376
16604,382867.06103151
8041,188554.64520766397
10691,247711.3611834067
8357,184940.39503818448
11661,150281.59410841862
4453,225243.83605311625
15936,221102.0297968273
8463,251667.37089507896
15770,240600.23011580418
466,163783.13440016966
14965,86942.28768846307
11227,151700.45557539162
9894,247758.00040985653
11746,196039.6121905909
4118,156003.31087759187
756,286417.4454515118
15589,190021.94934574928
109,354296.06015080976
5778,196520.23138907287
1731,87644.87255111769
3450,140203.56851416544
2961,199260.1399643743
222,189757.2092292969
11454,414581.65609940415
7339,190578.54800720557
12096,108602.1657482029
14074,196827.69475245103
4058,199341.95331733557
6603,236892.01977595818
3289,123307.62997976436
16681,273336.48980841646
8200,286935.2918097823
3343,200341.45436859597
7802,165360.8212215481
2082,312108.48589618085
217,261496.50947475882
1720,201211.36020388917
7224,245498.8701872022
6176,142867.33775041852
12571,249314.69429965926
16666,286378.5656386572
8908,192834.10296918688
6914,155884.90014070494
5428,203922.94523308324
381,190893.72637983196
3991,196280.9220750034
16365,255133.06366807738
1046,256724.13415993648
391,149322.14646423372
9212,316935.7581209569
3022,194958.4651806095
9961,139339.44967442215
6764,323933.02831683995
7720,172711.8719815529
4809,219601.0727654348
8877,300066.76938242436
7817,172749.19958153245
10614,101775.20342591731
5553,241203.75273723778
16488,145542.93329461032
11002,170756.8446096373
13592,285190.97030283755
15050,224976.49638054785
13553,279785.1646404617
9041,176698.2553150659
5461,415385.1126039098
16274,299568.96794679185
2138,161923.2431213079
6245,161982.6515319069
8245,171116.40779376726
6491,215640.6275713283
13218,204716.16579062823
13101,100536.1471159323
10462,130567.91141258321
4079,183358.83408180688
1506,510277.5982635277
14107,129474.96424758689
12215,285516.73958516796
11576,359157.29942469375
10567,231389.14824013636
12713,210738.86833477192
1468,435707.55239477125
2549,291747.75901782437
4172,243630.75468206627
12380,240804.7504278405
3513,115251.09537252123
8165,296528.1882992805
1127,232420.13130174635
14601,415836.70104967343
15526,320166.0051772931
986,284526.66492608626
14968,198222.09041929347
9348,176891.88852966792
6317,288767.07876047736
7497,86468.59146020473
5079,283326.5856028422
528,177522.61542569954
10964,154241.71487669618
5812,315537.9060140549
11022,180376.27616230102
16251,130127.29197878529
5863,113021.31448981758
8664,213813.74010727287
5396,161665.23322240726
6917,237207.20346999916
12776,126163.97850173297
473,263304.4602357622
13333,237810.47835375334
13023,197243.95772247718
7357,205306.1446351182
10955,437242.3504447983
11914,276563.3771512166
12535,154765.11398921424
11205,121643.70809238848
13209,185542.47135861203
16119,410914.0140643855
2174,199640.5928906894
4834,230162.67431025876
10151,170284.9934014383
5584,190344.55534297624
6672,222537.60149712744
12858,254415.3138799928
5106,159889.16262053262
8884,179279.29719132237
13766,167902.13790331685
12556,118721.8136071918
12910,215738.02742658707
6258,128927.3822480242
7100,241273.15610221497
1793,179022.68970612984
3335,170947.93655780726
12835,200485.32937390893
10591,159649.6211365639
15707,284490.1755050761
16389,160324.3339555853
7440,400469.80201297544
6293,175898.31681118262
3937,200588.09478661616
16527,193831.08295852662
5102,249271.2005405933
10734,254954.7640374863
7986,169971.82863639473
6495,197094.5499338866
9571,236974.9917927492
5131,208204.01559694178
10761,214226.12486179237
143,383901.41519809095
13829,174543.22604938532
13662,221185.3121921774
1771,152449.35822774307
5448,209117.03624966185
8594,160208.5170140263
12038,231158.3285760431
16471,329411.5047116634
16764,148989.12346978826
1282,157470.3533061613
15101,257655.72012918864
9473,135607.40287546045
2324,330631.00820842833
14448,226205.66156382166
6000,79331.5666768201
2077,134879.04359454653
12960,208949.93578939338
15837,214155.51246066953
8805,234635.92542062968
9987,209378.33611872175
1580,361637.48878976837
11089,127900.47646683585
10926,228739.40186814294
12773,415816.8864296419
6490,290700.291871285
10858,129686.24430058502
2831,143815.84429307852
16326,150591.90087215573
371,188028.75978993115
8852,189076.7257990147
6713,316681.47601814975
4230,211080.55058998606
3639,216272.3790579386
3642,193322.4428513215
5149,196701.51276175652
2861,184393.1354484355
13300,82825.43264649279
2807,270347.4785659666
5919,100430.76277832773
12716,493907.95161613094
4271,238434.5577129511
16055,263051.63823475986
3747,214681.7590688122
5857,244722.28165328183
6884,288967.2294273797
16027,239079.9110703436
3512,287456.3996152067
5181,175280.58856690192
16732,264379.5242245016
1908,177951.7834293414
12082,161772.01452590467
7286,139366.03908092302
8216,134497.10891862185
6929,309405.0952272035
3950,336422.63476809056
12479,178038.37049499748
877,133616.47598165265
1366,194424.31859641004
384,133124.48031471675
5767,212704.4252528192
6910,154296.47698284217
187,191048.59148303367
10164,335505.341540934
8603,254959.31377259427
15834,281545.2126548975
3078,124151.02687838154
3479,254952.18436789885
6671,234097.48807937905
6078,167172.24867658745
16271,137903.53873224513
16191,163908.4084205524
11544,173722.85401940666
7781,210123.83701187395
14918,233151.93002300634
6238,164357.93414517958
12989,207691.51987954817
11907,241487.8303443224
9696,149934.86940933348
14084,410884.6057362838
3895,133830.4428270846
4367,202712.26680886224
8453,67643.65495801045
7638,347682.88807196124
8373,233088.51707756
4674,188983.11917361862
15787,147282.70406996354
5903,272979.6298254089
13679,204199.40482477122
9018,407739.36733200215
15823,259215.63800823234
13289,150741.01644861948
9896,206525.37713975765
14436,205338.85111682076
5547,232136.02387068595
4048,316211.6601364779
16579,206954.28044183468
8550,196759.6885605622
9385,284387.92264860426
5242,158335.78067558928
31,163423.7351925681
6144,280793.75945833256
3990,197615.2051173192
2523,90207.33410860572
12608,261281.70215321935
7234,171236.56018102253
15264,216023.9993827287
9623,222785.73230747634
3161,319289.18725610676
7425,102211.13332739321
13021,281836.73427332594
4044,154347.24167799042
15411,243425.88778895125
979,318730.4379505853
5514,243425.88778895125
4817,169543.48362628862
2115,189444.92620332912
10571,257739.43660978286
8992,217925.4509869049
15546,185572.15539208698
11359,128019.71497023327
11972,180288.89978340492
12838,152864.78677492804
5948,129016.0732347203
422,307183.38627049106
4855,159974.5560970729
16197,115648.14095141992
8926,389053.3730895719
5703,203227.84757995495
8848,194297.32732142947
7039,300315.0664150763
3806,163984.05108480834
15154,247864.39527942534
13132,176004.62196866635
7438,200079.9112947006
4398,205579.30810300622
2440,190368.39072071997
3751,139564.31535622952
1476,188607.9492565252
2264,235200.8039764662
16444,164288.26440493425
10704,150009.36966054267
4033,146777.15534595348
4508,113066.69820179058
16290,227556.91747623365
10387,217131.27773022748
5457,156097.07713452855
4910,263412.1119904624
7451,202512.50498508435
10732,167895.9616933156
8015,87708.09572791004
6148,180172.19304851207
5892,253157.7177318961
7825,218103.2216271422
6851,219630.63638352114
6633,227095.13772258192
2139,278668.42248486343
10213,305642.7415438504
2830,211458.45259851814
13907,151226.5411334919
15897,349562.05255106965
8311,186148.59966960628
14230,203130.95107562875
3878,191964.84816473845
13732,204607.23913048842
12110,192811.9234047512
10675,366579.60471148335
12946,127847.29916024832
16754,214599.20995604424
4394,258348.1188463344
16728,170948.1914357503
14378,324867.38198153453
9949,168763.91411244142
994,186797.4658962338
13258,142224.21085021898
5883,336848.50398301356
6933,344145.9414619098
13193,228851.40136111798
13286,168516.58126362803
13407,380196.73840600165
7512,136568.93661630203
7221,190421.33921691377
14428,141429.2755351069
1740,183411.88711131728
3,145448.06129912345
12952,197857.98992708046
11537,150205.5810240812
2558,142621.83202968995
14081,245160.78113965195
3517,279415.198662384
7149,237857.2413977873
15777,116284.09508057738
8995,223860.63962958936
826,323587.00299202773
509,265464.3827083157
14875,322458.7690126313
6591,141619.45828842686
11283,107441.63978717776
9897,259141.7434236108
14902,189412.4302296807
14291,204946.30568445276
3162,210718.4585968976
4206,190200.8021348386
11580,197039.01455540746
2007,217407.83077987895
14939,243799.43596461206
13572,192035.7971795631
